Date,Close
12/28/2014,219.309998
1/4/2015,206.660004
1/11/2015,193.070007
1/18/2015,201.289993
1/25/2015,203.600006
2/1/2015,217.360001
2/8/2015,203.770004
2/15/2015,217.110001
2/22/2015,203.339996
3/1/2015,193.880005
3/8/2015,188.679993
3/15/2015,198.080002
3/22/2015,185
3/29/2015,191
4/5/2015,210.899994
4/12/2015,206.789993
4/19/2015,218.429993
4/26/2015,226.029999
5/3/2015,236.610001
5/10/2015,248.839996
5/17/2015,247.729996
5/24/2015,250.800003
5/31/2015,249.139999
6/7/2015,250.690002
6/14/2015,262.51001
6/21/2015,267.089996
6/28/2015,280.019989
7/5/2015,259.149994
7/12/2015,274.660004
7/19/2015,265.410004
7/26/2015,266.149994
8/2/2015,242.509995
8/9/2015,243.149994
8/16/2015,230.770004
8/23/2015,248.479996
8/30/2015,241.929993
9/6/2015,250.240005
9/13/2015,260.619995
9/20/2015,256.910004
9/27/2015,247.570007
10/4/2015,220.690002
10/11/2015,227.009995
10/18/2015,209.089996
10/25/2015,206.929993
11/1/2015,232.360001
11/8/2015,207.190002
11/15/2015,220.009995
11/22/2015,231.610001
11/29/2015,230.380005
12/6/2015,217.020004
12/13/2015,230.460007
12/20/2015,230.570007
12/27/2015,240.009995
1/3/2016,211
1/10/2016,204.990005
1/17/2016,202.550003
1/24/2016,191.199997
1/31/2016,162.600006
2/7/2016,151.039993
2/14/2016,166.580002
2/21/2016,190.339996
2/28/2016,201.039993
3/6/2016,207.5
3/13/2016,232.740005
3/20/2016,227.75
3/27/2016,237.589996
4/3/2016,250.070007
4/10/2016,254.509995
4/17/2016,253.75
4/24/2016,240.759995
5/1/2016,214.929993
5/8/2016,207.610001
5/15/2016,220.279999
5/22/2016,223.039993
5/29/2016,218.990005
6/5/2016,218.789993
6/12/2016,215.470001
6/19/2016,193.149994
6/26/2016,216.5
7/3/2016,216.779999
7/10/2016,220.399994
7/17/2016,222.270004
7/24/2016,234.789993
7/31/2016,230.029999
8/7/2016,225.610001
8/14/2016,225
8/21/2016,219.990005
8/28/2016,197.779999
9/4/2016,194.470001
9/11/2016,205.399994
9/18/2016,207.449997
9/25/2016,204.029999
10/2/2016,196.610001
10/9/2016,196.509995
10/16/2016,200.089996
10/23/2016,199.970001
10/30/2016,190.559998
11/6/2016,188.559998
11/13/2016,185.020004
11/20/2016,196.649994
11/27/2016,181.470001
12/4/2016,192.179993
12/11/2016,202.490005
12/18/2016,213.339996
12/25/2016,213.690002
1/1/2017,229.009995
1/8/2017,237.75
1/15/2017,244.729996
1/22/2017,252.949997
1/29/2017,251.330002
2/5/2017,269.230011
2/12/2017,272.230011
2/19/2017,257
2/26/2017,251.570007
3/5/2017,243.690002
3/12/2017,261.5
3/19/2017,263.160004
3/26/2017,278.299988
4/2/2017,302.540009
4/9/2017,304
4/16/2017,305.600006
4/23/2017,314.070007
4/30/2017,308.350006
5/7/2017,324.809998
5/14/2017,310.829987
5/21/2017,325.140015
5/28/2017,339.850006
6/4/2017,357.320007
6/11/2017,371.399994
6/18/2017,383.450012
6/25/2017,361.609985
7/2/2017,313.220001
7/9/2017,327.779999
7/16/2017,328.399994
7/23/2017,335.070007
7/30/2017,356.910004
8/6/2017,357.869995
8/13/2017,347.459991
8/20/2017,348.049988
8/27/2017,355.399994
9/3/2017,343.399994
9/10/2017,379.809998
9/17/2017,351.089996
9/24/2017,341.100006
10/1/2017,356.880005
10/8/2017,355.570007
10/15/2017,345.100006
10/22/2017,320.869995
10/29/2017,306.089996
11/5/2017,302.98999
11/12/2017,315.049988
11/19/2017,315.549988
11/26/2017,306.529999
12/3/2017,315.130005
12/10/2017,343.450012
12/17/2017,325.200012
12/24/2017,311.350006
12/31/2017,316.579987
1/7/2018,336.220001
1/14/2018,350.019989
1/21/2018,342.850006
1/28/2018,343.75
2/4/2018,310.420013
2/11/2018,335.48999
2/18/2018,352.049988
2/25/2018,335.119995
3/4/2018,327.170013
3/11/2018,321.350006
3/18/2018,301.540009
3/25/2018,266.130005
4/1/2018,299.299988
4/8/2018,300.339996
4/15/2018,290.23999
4/22/2018,294.079987
4/29/2018,294.089996
5/6/2018,301.059998
5/13/2018,276.820007
5/20/2018,278.850006
5/27/2018,291.820007
6/3/2018,317.660004
6/10/2018,358.170013
6/17/2018,333.630005
6/24/2018,342.950012
7/1/2018,308.899994
7/8/2018,318.869995
7/15/2018,313.579987
7/22/2018,297.179993
7/29/2018,348.170013
8/5/2018,355.48999
8/12/2018,305.5
8/19/2018,322.820007
8/26/2018,301.660004
9/2/2018,263.23999
9/9/2018,295.200012
9/16/2018,299.100006
9/23/2018,264.769989
9/30/2018,261.950012
10/7/2018,258.779999
10/14/2018,260
10/21/2018,330.899994
10/28/2018,346.410004
11/4/2018,350.51001
11/11/2018,354.309998
11/18/2018,325.829987
11/25/2018,350.480011
12/2/2018,357.970001
12/9/2018,365.709991
12/16/2018,319.769989
12/23/2018,333.869995
12/30/2018,317.690002
1/6/2019,347.26001
1/13/2019,302.26001
1/20/2019,297.040009
1/27/2019,312.209991
2/3/2019,305.799988
2/10/2019,307.880005
2/17/2019,294.709991
2/24/2019,294.790009
3/3/2019,284.140015
3/10/2019,275.429993
3/17/2019,264.529999
3/24/2019,279.859985
3/31/2019,274.959991
4/7/2019,267.700012
4/14/2019,273.26001
4/21/2019,235.139999
4/28/2019,238.690002
